,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position,,,,,,,,,,,,,,,,
Lester,Lester Quinones,Quinones,4,1,3500,GS@DET,GS,DET,,,,,,SG,,,,,,,,,,,,,,,,
Robin,Robin Lopez,Lopez,2.5,1,3500,MIL@BKN,MIL,BKN,,,,,,C,,,,,,,,,,,,,,,,
Dereon,Dereon Seabron,Seabron,3.5,1,3500,NO@DEN,NO,DEN,,,,,,SG,,,,,,,,,,,,,,,,
Collin,Collin Gillespie,Gillespie,4.066666603088380,3,3500,NO@DEN,DEN,NO,,,,,,PG,,,,,,,,,,,,,,,,
Keon,Keon Ellis,Ellis,1.5,2,3500,SAC@HOU,SAC,HOU,,,,,,SG,,,,,,,,,,,,,,,,
A.J.,A.J. Green,Green,5.299999872843430,3,3500,MIL@BKN,MIL,BKN,,,,,,SG,,,,,,,,,,,,,,,,
Justin,Justin Lewis,Lewis,,,3500,UTA@CHI,CHI,UTA,,,,,,PF,,,,,,,,,,,,,,,,
Terry,Terry Taylor,Taylor,1,2,3500,UTA@CHI,CHI,UTA,,,,,,SG/SF,,,,,,,,,,,,,,,,
Cole,Cole Swider,Swider,6.199999809265140,1,3500,LAL@MIA,MIA,LAL,,,,,,SF,,,,,,,,,,,,,,,,
Mo,Mo Bamba,Bamba,2.2666667302449500,3,3500,WAS@PHI,PHI,WAS,,,,,,C,,,,,,,,,,,,,,,,
Jerome,Jerome Robinson,Robinson,2.4000000953674300,1,3500,GS@DET,GS,DET,,,,,,SG,,,,,,,,,,,,,,,,
Wendell,Wendell Carter,Carter,23.519999694824200,5,3500,DAL@ORL,ORL,DAL,O,Finger,,,,C,,,,,,,,,,,,,,,,
Patty,Patty Mills,Mills,9.921950921779730,41,3500,ATL@OKC,ATL,OKC,,,,,,PG/SG,,,,,,,,,,,,,,,,
Kendall,Kendall Brown,Brown,5.116666793823240,6,3500,SA@IND,IND,SA,,,,,,SG,,,,,,,,,,,,,,,,
Blake,Blake Wesley,Wesley,4.5,1,3500,SA@IND,SA,IND,,,,,,SG,,,,,,,,,,,,,,,,
Svi,Svi Mykhailiuk,Mykhailiuk,8.050000190734860,2,3500,BOS@MIN,BOS,MIN,,,,,,SG,,,,,,,,,,,,,,,,
Aaron,Aaron Holiday,Holiday,3.433333396911620,3,3500,SAC@HOU,HOU,SAC,,,,,,PG,,,,,,,,,,,,,,,,
JD,JD Davison,Davison,4.524999936421710,12,3500,BOS@MIN,BOS,MIN,,,,,,PG,,,,,,,,,,,,,,,,
Jarred,Jarred Vanderbilt,Vanderbilt,21.479786974318500,94,3500,LAL@MIA,LAL,MIA,O,Heel,,,,PF,,,,,,,,,,,,,,,,
Dalen,Dalen Terry,Terry,3.866666793823240,3,3500,UTA@CHI,CHI,UTA,,,,,,SG,,,,,,,,,,,,,,,,
Moussa,Moussa Diabate,Diabate,5.866666793823240,3,3500,LAC@NY,LAC,NY,,,,,,PF,,,,,,,,,,,,,,,,
Bruno,Bruno Fernando,Fernando,-1,2,3500,ATL@OKC,ATL,OKC,,,,,,PF/C,,,,,,,,,,,,,,,,
Caleb,Caleb Houstan,Houstan,4.299999872843430,3,3500,DAL@ORL,ORL,DAL,,,,,,SF,,,,,,,,,,,,,,,,
Admiral,Admiral Schofield,Schofield,5,1,3500,DAL@ORL,ORL,DAL,,,,,,SF,,,,,,,,,,,,,,,,
TyTy,TyTy Washington,Washington,2,1,3500,MIL@BKN,MIL,BKN,,,,,,PG,,,,,,,,,,,,,,,,
Patrick,Patrick Baldwin,Baldwin,0.75,2,3500,WAS@PHI,WAS,PHI,,,,,,SF,,,,,,,,,,,,,,,,
Wendell,Wendell Moore,Moore,3.8903225314232600,31,3500,BOS@MIN,MIN,BOS,,,,,,SG,,,,,,,,,,,,,,,,
Josh,Josh Minott,Minott,3.125,4,3500,BOS@MIN,MIN,BOS,,,,,,SF,,,,,,,,,,,,,,,,
Dylan,Dylan Windler,Windler,2.8499999046325700,2,3500,LAC@NY,NY,LAC,,,,,,SG,,,,,,,,,,,,,,,,
E.J.,E.J. Liddell,Liddell,1.2000000476837200,2,3500,NO@DEN,NO,DEN,,,,,,PF,,,,,,,,,,,,,,,,
Javonte,Javonte Smart,Smart,,,3500,WAS@PHI,PHI,WAS,,,,,,PG,,,,,,,,,,,,,,,,
Thanasis,Thanasis Antetokounmpo,Antetokounmpo,2.5,2,3500,MIL@BKN,MIL,BKN,,,,,,SF/PF,,,,,,,,,,,,,,,,
Micah,Micah Potter,Potter,7.171428680419920,7,3500,UTA@CHI,UTA,CHI,,,,,,PF,,,,,,,,,,,,,,,,
Vasilije,Vasilije Micic,Micic,5.900000254313150,3,3500,ATL@OKC,OKC,ATL,,,,,,PG,,,,,,,,,,,,,,,,
Dexter,Dexter Dennis,Dennis,,,3500,DAL@ORL,DAL,ORL,,,,,,SG,,,,,,,,,,,,,,,,
Dominick,Dominick Barlow,Barlow,0,1,3500,SA@IND,SA,IND,,,,,,SF,,,,,,,,,,,,,,,,
Richaun,Richaun Holmes,Holmes,6.369047619047620,42,3500,DAL@ORL,DAL,ORL,,,,,,C,,,,,,,,,,,,,,,,
Lonzo,Lonzo Ball,Ball,,,3500,UTA@CHI,CHI,UTA,O,Knee,,,,PG,,,,,,,,,,,,,,,,
Harry,Harry Giles,Giles,,,3500,MIL@BKN,BKN,MIL,,,,,,PF/C,,,,,,,,,,,,,,,,
Trent,Trent Forrest,Forrest,1.5,1,3500,ATL@OKC,ATL,OKC,,,,,,SG,,,,,,,,,,,,,,,,
Lamar,Lamar Stevens,Stevens,6.900000095367430,2,3500,BOS@MIN,BOS,MIN,,,,,,PF,,,,,,,,,,,,,,,,
Lindy,Lindy Waters,Waters,0,3,3500,ATL@OKC,OKC,ATL,,,,,,SG,,,,,,,,,,,,,,,,
Cam,Cam Whitmore,Whitmore,0.20000000298023200,2,3500,SAC@HOU,HOU,SAC,,,,,,SF,,,,,,,,,,,,,,,,
Jett,Jett Howard,Howard,1.9666666984558100,3,3500,DAL@ORL,ORL,DAL,,,,,,SF,,,,,,,,,,,,,,,,
Brice,Brice Sensabaugh,Sensabaugh,2.4000000953674300,1,3500,UTA@CHI,UTA,CHI,,,,,,SF,,,,,,,,,,,,,,,,
